id,first_name,last_name,email,gender,CRM ID,Products,Postal Code,Profiling Consents,Comms. Consents,Loyalty Program,Loyalty Status
229,Lorelle,Leys,lleys6c@adobe.com,,63736-586,"[{2023-04-01,Telefonía,P-001,2025-03-31}",32504.0,True,1.0,False,
230,Cris,Kayzer,,,41520-476,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
231,Daryle,Rudd,drudd6e@columbia.edu,Male,63672-0021,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
232,Saundra,Feron,,,43742-0072,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,1.0,True,Bronze
233,Ansell,Hayland,ahayland6g@redcross.org,,16590-833,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
234,Rubina,Pulley,rpulley6h@mashable.com,Female,0054-0141,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
235,Vick,Tyrie,vtyrie6i@hubpages.com,Male,24478-210,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,,True,Gold
236,Errol,Hilldrup,ehilldrup6j@dyndns.org,,49873-803,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Silver
237,Nadean,Koppes,,Female,54868-4591,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
238,Fabe,Frotton,ffrotton6l@sourceforge.net,,65954-044,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
239,Jephthah,O'Heneghan,joheneghan6m@ycombinator.com,Male,34690-4001,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,1.0,True,Bronze
240,Hobey,Trowle,htrowle6n@hugedomains.com,Male,54569-0303,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Gold
241,Daron,O'Daly,dodaly6o@themeforest.net,,54575-388,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
242,Lamar,Ingarfield,lingarfield6p@seesaa.net,,52125-938,"[{2024-24-01,Telefonía,P-001,4000-03-31}",29344.0,False,,True,Bronze
243,Fey,Keener,fkeener6q@squarespace.com,,54458-993,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Platinum
244,Wilden,Conan,wconan6r@netscape.com,,59762-5030,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,,True,Diamond
245,Tabitha,Muncaster,tmuncaster6s@samsung.com,,11822-0018,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Platinum
246,Cull,Hick,chick6t@cloudflare.com,Male,55714-2316,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
247,Manya,Wycherley,mwycherley6u@artisteer.com,,48951-9049,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,,True,Bronze
248,Tanny,Spraging,tspraging6v@earthlink.net,,67777-001,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
249,Alaster,Vasler,avasler6w@ucoz.com,,0264-9587,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Silver
250,Bianka,Wincom,bwincom6x@dmoz.org,,49884-213,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Gold
251,Andee,Munehay,amunehay6y@soup.io,,0228-3091,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",15573.0,False,1.0,True,Gold
252,Hettie,Kellar,hkellar6z@blinklist.com,,,"[{2023-04-01,Telefonía,P-001,2025-03-31}",35926.0,True,1.0,False,
253,Ida,Blenkiron,,Genderfluid,62011-0247,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,,False,
254,Garth,Bonefant,,Male,54868-5313,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
255,Shanta,McElvine,smcelvine72@plala.or.jp,Female,57337-020,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
256,Ofelia,Mulheron,omulheron73@mapquest.com,,68462-162,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
257,Zelma,Dumbar,zdumbar74@techcrunch.com,,68021-1001,"[{2023-04-01,Telefonía,P-001,2025-03-31}",88760.0,True,1.0,False,
258,Giana,Franzonello,gfranzonello75@wikia.com,Female,45861-100,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
259,Friederike,Reinert,,,36987-3362,"[{2024-24-01,Telefonía,P-001,4000-03-31}",97255.0,False,0.0,True,Bronze
260,Modestine,Roelvink,mroelvink77@pen.io,Female,53389-100,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
261,Barbabas,Spellissy,bspellissy78@chronoengine.com,,67938-1086,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
262,Suki,Kleinert,skleinert79@yellowbook.com,,60760-496,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
263,Ali,Speere,aspeere7a@4shared.com,,64205-126,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
264,Liz,Clemerson,lclemerson7b@twitpic.com,,59351-0324,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
265,Emmanuel,Scurman,escurman7c@google.fr,,0049-0520,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
266,Aubert,Morais,amorais7d@wikia.com,Male,0555-0096,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Silver
267,Shanie,Nason,,,50636-003,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
268,Leilah,Damrell,,,35356-173,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
269,Lance,Cassar,lcassar7g@wired.com,,66215-201,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Silver
270,Serene,Silkstone,ssilkstone7h@harvard.edu,,0078-0539,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
271,Ole,Dougliss,odougliss7i@hud.gov,Male,68180-284,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
272,Marthe,Ickov,mickov7j@canalblog.com,Agender,10544-380,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
273,Elijah,Thormwell,ethormwell7k@princeton.edu,,60681-1075,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,,True,Gold
274,Randall,Gooch,rgooch7l@blogtalkradio.com,Male,0615-0362,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
275,Niel,Nelthorpe,nnelthorpe7m@cam.ac.uk,Male,63739-325,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,False,1.0,True,Bronze
276,Petr,Ahrendsen,pahrendsen7n@surveymonkey.com,,36800-014,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Platinum
277,Barnabas,Sawdon,bsawdon7o@godaddy.com,Male,24839-343,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
278,Ettie,Kivelle,ekivelle7p@sitemeter.com,,43742-0238,"[{2023-04-01,Telefonía,P-001,2025-03-31}",99451.0,False,1.0,False,
279,Grantham,Prium,gprium7q@ted.com,Male,63187-107,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
280,Myer,Blewmen,mblewmen7r@devhub.com,Bigender,62211-165,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Silver
281,Gordan,Godley,ggodley7s@symantec.com,,55636-590,"[{2023-04-01,Telefonía,P-001,2025-03-31}",52614.0,False,0.0,False,
282,Che,Cabrera,ccabrera7t@gnu.org,,53329-819,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",44416.0,False,0.0,True,Diamond
283,Bearnard,Estcourt,bestcourt7u@mail.ru,,37808-310,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
284,Elke,Lewisham,elewisham7v@homestead.com,Polygender,56062-311,"[{2024-24-01,Telefonía,P-001,4000-03-31}",16717.0,False,0.0,True,Bronze
285,Franchot,Parrin,fparrin7w@imdb.com,,55312-922,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",45069.0,True,1.0,True,Gold
286,Bastian,Lossman,blossman7x@chicagotribune.com,,55154-1582,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
287,Rosanna,Brickstock,rbrickstock7y@soup.io,Female,0703-3427,"[{2024-24-01,Telefonía,P-001,4000-03-31}",62940.0,True,0.0,True,Bronze
288,Marcus,Glendinning,mglendinning7z@va.gov,,49349-732,"[{2023-04-01,Telefonía,P-001,2025-03-31}",90134.0,True,,False,
289,Chip,O'Doran,codoran80@unc.edu,,36800-238,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
290,Marji,Paladini,mpaladini81@ask.com,Agender,54868-6066,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",26749.0,True,0.0,True,Gold
291,Adena,Loveard,aloveard82@icio.us,Female,0904-6144,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",52913.0,True,0.0,True,Gold
292,Cristine,Wickham,cwickham83@apple.com,Agender,0009-0049,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
293,Johan,Skewes,jskewes84@columbia.edu,,61722-090,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
294,Arlan,Emslie,aemslie85@phpbb.com,,49999-830,"[{2023-04-01,Telefonía,P-001,2025-03-31}",80099.0,False,1.0,False,
295,Joni,Feast,,Female,49349-708,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,,False,
296,Abba,Caldes,acaldes87@tumblr.com,Genderqueer,68703-112,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
297,Costanza,Kulvear,,,66689-008,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
298,Sherline,Leighfield,sleighfield89@gravatar.com,,55312-321,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
299,Oates,Stair,ostair8a@state.tx.us,Male,0536-5700,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,,True,Silver
300,Muire,Ainslee,mainslee8b@samsung.com,Female,41520-381,"[{2024-24-01,Telefonía,P-001,4000-03-31}",32054.0,False,0.0,True,Bronze
301,Jessamine,Rodolfi,,Polygender,37000-343,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
302,Lief,Hemphrey,lhemphrey8d@imageshack.us,Male,29943-004,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",72232.0,False,1.0,True,Platinum
303,Cyrill,Lindenblatt,clindenblatt8e@cdbaby.com,Male,59212-780,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
304,Tomi,Shorto,tshorto8f@hhs.gov,Female,55154-5325,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Silver
305,Stanton,Leamon,sleamon8g@dailymail.co.uk,,52125-331,"[{2023-04-01,Telefonía,P-001,2025-03-31}",61217.0,True,,False,
306,Rheba,Proschek,rproschek8h@miibeian.gov.cn,Female,49349-653,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
307,Jenilee,Chinge de Hals,jchingedehals8i@ihg.com,Female,58165-029,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",13832.0,True,1.0,True,Gold
308,Crin,Kliemchen,,,36800-917,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",86793.0,True,0.0,True,Gold
309,Tod,Capel,tcapel8k@skype.com,Male,68180-401,"[{2024-24-01,Telefonía,P-001,4000-03-31}",72003.0,True,0.0,True,Bronze
310,Immanuel,Burgen,iburgen8l@bluehost.com,Male,63868-974,"[{2023-04-01,Telefonía,P-001,2025-03-31}",57591.0,False,0.0,False,
311,Charlie,Gecke,cgecke8m@themeforest.net,,66467-2150,"[{2023-04-01,Telefonía,P-001,2025-03-31}",17145.0,False,1.0,False,
312,Schuyler,Benjefield,sbenjefield8n@answers.com,Male,36987-1168,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,,True,Silver
313,Anette,Muzzi,,,36987-1980,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
314,Levin,Ditch,lditch8p@tmall.com,Male,51367-017,"[{2024-24-01,Telefonía,P-001,4000-03-31}",70568.0,False,,True,Bronze
315,See,Ferrettino,sferrettino8q@ucoz.ru,,16864-012,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",77058.0,True,1.0,True,Bronze
316,Ramsey,Iamittii,riamittii8r@samsung.com,Male,63629-3318,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",20570.0,False,1.0,True,Bronze
317,Tilly,Briamo,tbriamo8s@irs.gov,,63739-459,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
318,Rowena,Pinkney,rpinkney8t@addthis.com,,44567-211,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Platinum
319,Celestine,Tomanek,ctomanek8u@xing.com,,43742-0190,"[{2023-04-01,Telefonía,P-001,2025-03-31}",42744.0,True,0.0,False,
320,Birdie,Falcus,,,64778-0373,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,0.0,True,Diamond
321,Rafaela,Pauletti,rpauletti8w@sitemeter.com,Female,60512-6163,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
322,Jereme,Farman,jfarman8x@earthlink.net,,48951-3145,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
323,Karole,Cramb,,,36987-1475,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
324,Marja,Spridgeon,mspridgeon8z@wordpress.com,Female,55154-9553,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,0.0,True,Silver
325,Benoit,Bodle,,,41250-419,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,1.0,False,
326,Celestina,Duddy,cduddy91@ifeng.com,Female,11822-0958,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",17617.0,True,1.0,True,Gold
327,Cornell,Dugood,cdugood92@yelp.com,Male,59779-813,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
328,Gare,Leabeater,gleabeater93@twitpic.com,,50436-7371,"[{2024-24-01,Telefonía,P-001,4000-03-31}",55910.0,False,0.0,True,Bronze
329,Barnard,Ceschini,bceschini94@msu.edu,Male,41250-571,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
330,Elinore,Marjanski,emarjanski95@twitpic.com,,50410-030,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
331,Dana,De Santos,ddesantos96@free.fr,,65841-730,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,0.0,True,Bronze
332,Sauveur,Hartop,shartop97@123-reg.co.uk,Male,0832-0910,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
333,Delphine,Kinch,,,21695-318,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
334,Lenee,Phaup,lphaup99@kickstarter.com,Female,55150-158,"[{2023-04-01,Telefonía,P-001,2025-03-31}",87284.0,False,0.0,False,
335,Barnabas,Bursell,bbursell9a@php.net,,0904-6250,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,True,1.0,True,Gold
336,Carny,Hanshawe,chanshawe9b@gov.uk,,62206-4760,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",27004.0,True,,True,Silver
337,Hewett,Daniells,,Male,43353-797,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
338,Kerwin,Levey,klevey9d@skype.com,,37808-107,"[{2023-04-01,Telefonía,P-001,2025-03-31}",52712.0,False,1.0,False,
339,Rafaelita,Krammer,rkrammer9e@a8.net,Female,0781-5422,"[{2023-04-01,Telefonía,P-001,2025-03-31}",22665.0,False,1.0,False,
340,Sheridan,Maudett,smaudett9f@friendfeed.com,Male,47335-923,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",,False,1.0,True,Gold
341,Rhianna,Panswick,rpanswick9g@kickstarter.com,Female,51532-5301,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,1.0,False,
342,Wendeline,Sproson,wsproson9h@msu.edu,,65162-680,"[{2023-04-01,Telefonía,P-001,2025-03-31}",31595.0,False,1.0,False,
343,Damita,Jewsbury,djewsbury9i@cisco.com,Female,50436-3073,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,True,0.0,False,
344,Lindsey,Manville,lmanville9j@istockphoto.com,Male,0069-0171,"[{2023-04-01,Telefonía,P-001,2024-03-31},{2023-06-01,Fibra,P-002,2025-03-31},{2023-09-11,TV,P-003,4000-03-31},{2023-04-01,Segunda línea - Telefonía,P-004,2027-03-31},{2023-09-01,Pack Fútbol,P-005,2030-03-31},{2023-06-01,Segunda línea - Fibra,P-006,2030-03-31}]",40424.0,False,1.0,True,Silver
345,Byran,Bellson,bbellson9k@springer.com,Male,49738-072,"[{2023-04-01,Telefonía,P-001,2025-03-31}",,False,0.0,False,
346,Sybille,Olsson,solsson9l@unesco.org,Female,0268-6221,"[{2024-24-01,Telefonía,P-001,4000-03-31}",,True,1.0,True,Bronze
347,Konstanze,Imison,kimison9m@yellowpages.com,,68327-023,"[{2024-24-01,Telefonía,P-001,4000-03-31}",90469.0,True,1.0,True,Bronze
